code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	origins_fr	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	brand_owner	main_category	main_category_fr	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0041498206581	http://world-fr.openfoodfacts.org/produit/0041498206581/crispy-circles-seasoned-shredded-potatoes	org-database-usda	1587664907	2020-04-23T18:01:47Z	1587664907	2020-04-23T18:01:47Z	Crispy circles seasoned shredded potatoes																										United States	en:united-states	États-Unis	Potatoes, vegetable oil (contains one or more of the following: soybean oil, canola oil), yellow corn flour, salt, granulated onion, spice extractive, dextrose, disodium dihydrogen pyrophosphate (to promote color retention).						3 ONZ (85 g)	85		1		en:e450,en:e450i	E450 - Diphosphates,E450i - Pyrophosphate de sodium acide	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Aldi-Benner Company										200	837		10.59	0.59																																	0	0	24.71	0									2.4			2.35				0.8825	0.353		0					0.0042														0		0.00085																													
0795981250727	http://world-fr.openfoodfacts.org/produit/0795981250727/pamana-pineapple-slices-in-syrup	org-database-usda	1587648344	2020-04-23T13:25:44Z	1587648344	2020-04-23T13:25:44Z	Pamana, pineapple slices in syrup								Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Fruits based foods, Canned fruits	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:canned-fruits	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Conserves,Aliments à base de fruits et de légumes,Aliments à base de plantes en conserve,Fruits et produits dérivés,Fruits en conserve																United States	en:united-states	États-Unis	Pineapple, water, sugar, citric acid						117 g (117 g)	117		1		en:e330	E330 - Acide citrique	0			0			-2	a	3	Fruits and vegetables	Fruits	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Fortune Commercial Corp	en:canned-fruits	Fruits en conserve								60	251		0	0																																	0	0	15.38	13.68									0.9			0.85				0.0525	0.021		0					0.0021														0		0.00031																					-2								
0859866004086	http://world-fr.openfoodfacts.org/produit/0859866004086/gourmet-seasoning-gustus-vitae-condiments	usda-ndb-import	1489092596	2017-03-09T20:49:56Z	1587592452	2020-04-22T21:54:12Z	Gourmet Seasoning						Gustus Vitae Condiments	gustus-vitae-condiments	Groceries, Condiments	en:groceries,en:condiments	Epicerie,Condiments																United States	en:united-states	États-Unis	Garlic, thyme, black pepper, cumin seed, cinnamon, allspice, ginger, red pepper, nutmeg, sage, onion, paprika, sugar, salt, jalapeno.						0.25 tsp (1 g)	1		0				0			0					3	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Gustus Vitae Condiments LLC	en:condiments	Condiments								0	0		0																																				60													0				14.5	5.8																																																				
0070896717764	http://world-fr.openfoodfacts.org/produit/0070896717764/wilton-rainbow-jimmies-sprinkles	usda-ndb-import	1489053186	2017-03-09T09:53:06Z	1587572558	2020-04-22T16:22:38Z	Wilton, rainbow jimmies sprinkles						Wilton	wilton	Baking decorations	en:baking-decorations	en:baking-decorations																United States	en:united-states	États-Unis	Sugar, corn starch, partially hydrogenated vegetable oil (cottonseed and/or soybean), soy lecithin, dextrin, confectioners' glaze, natural and artificial flavor, fd&c red #40 lake, fd&c yellow #6 lake, carnauba wax, fd&c yellow #5 lake, fd&c blue #1 lake, fd&c red #3, fd&c red #40.						1 tsp (4 g)	4		8		en:e102,en:e110,en:e127,en:e129,en:e133,en:e1400,en:e322,en:e322i,en:e903	E102 - Tartrazine,E110 - Jaune orangé S,E127 - Érythrosine,E129 - Rouge allura AC,E133 - Bleu brillant FCF,E1400 - Dextrines,E322 - Lécithines,E322i - Lécithine,E903 - Cire de carnauba	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Wilton Enterprises Inc	en:baking-decorations	en:baking-decorations								500	2092		12.5																																				75	50												0				0	0																																																				
0038900035358	http://world-fr.openfoodfacts.org/produit/0038900035358/sugar-free-mixed-fruit-in-cherry-flavored-gel-cherry-dole	usda-ndb-import	1489066166	2017-03-09T13:29:26Z	1587580466	2020-04-22T18:34:26Z	Sugar free mixed fruit in cherry flavored gel, cherry						Dole	dole																			United States	en:united-states	États-Unis	Water, peaches, pears, pineapple, maltitol, carrageenan, cochineal extract (color), locust bean gum, natural and artificial flavors, fumaric acid, maltodextrin, sodium citrate, potassium citrate, ascorbic acid (vitamin c) to promote color retention, caramel color, sucralose, and malic acid.						1 cup (123 g)	123		8		en:e150c,en:e296,en:e297,en:e331,en:e407,en:e410,en:e955,en:e965	E150c - Caramel ammoniacal,E296 - Acide malique,E297 - Acide fumarique,E331 - Citrates de sodium,E407 - Carraghénanes,E410 - Gomme de caroube,E955 - Sucralose,E965 - Maltitol	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Dole Packaged Foods Company										41	172		0	0																																	0	0	11.38	4.07									0.8			0				0.0925	0.037		0					0.0122												0.069		0		0																													
0092163082382	http://world-fr.openfoodfacts.org/produit/0092163082382/astor-chocolate-belgian-milk-chocolate-pretzel-toffee-astor-chocolate-corp	usda-ndb-import	1489076430	2017-03-09T16:20:30Z	1587588352	2020-04-22T20:45:52Z	Astor Chocolate, Belgian Milk Chocolate Pretzel, Toffee						Astor Chocolate Corp.	astor-chocolate-corp	Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	Milk chocolate (sugar, cocoa butter, cocoa mass, whole milk powder, soy lecithin [emulsifier], and natural vanilla extract), pretzels (wheat flour, malt, salt, pure soybean oil, vegetable fiber, yeast and soda), toffee (granulated sugar, unsalted butter [pasteurized cream], pure vanilla paste [sugar, madagascar bourbon, vanilla extract, vanilla bean specks and gum tragacanth (vegetable based thickener)], and soy lecithin), and sea salt.						1 BAR (28 g)	28		2		en:e322,en:e322i,en:e413	E322 - Lécithines,E322i - Lécithine,E413 - Gomme de dragon	0			0			26	e	4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Astor Chocolate Corp.	en:snacks	Snacks								536	2243		28.57	17.86																																	0	0.018	60.71	50									3.6			7.14				0.8475	0.339		0					0														0.143		0																					26								
0039978005984	http://world-fr.openfoodfacts.org/produit/0039978005984/bob-s-red-mill-short-grain-white-rice	usda-ndb-import	1489090612	2017-03-09T20:16:52Z	1587591488	2020-04-22T21:38:08Z	Bob's red mill, short grain white rice						Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.	bob-s-red-mill,bob-s-red-mill-natural-foods-inc	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Graines,Céréales et dérivés,Céréales en grains,Riz																United States	en:united-states	États-Unis	Short grain white rice.						0.25 cup (46 g)	46		0				0			0			0	b		Cereals and potatoes	Cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Bob's Red Mill Natural Foods, Inc.	en:rices	Riz								370	1548		1.09	0																																	0	0	80.43	0									0			6.52				0.0275	0.011		0					0														0.043		0.00391																					0								
0085239915677	http://world-fr.openfoodfacts.org/produit/0085239915677/corn-flakes-cereal-target-stores	usda-ndb-import	1489133933	2017-03-10T08:18:53Z	1587596955	2020-04-22T23:09:15Z	Corn Flakes Cereal						Target Stores	target-stores	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breakfasts, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Corn flakes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-flakes,en:corn-flakes	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Petit-déjeuners,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Flocons extrudés,Corn-flakes																United States	en:united-states	États-Unis	Degermed yellow corn meal, sugar, contains 2% or less of: salt, malt extract, vitamin c (sodium ascorbate, ascorbic acid), iron (ferrous fumarate), vitamin a (palmitate), niacinamide, vitamin b2 (riboflavin), vitamin b1 (thiamine mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin d (cholecalciferol), vitamin b12 (cyanocobalamin), folic acid. bht added to packaging to help preserve freshness.						1 cup (32 g)	32		0				0			0			9	c	3	Cereals and potatoes	Breakfast cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Target Stores	en:corn-flakes	Corn-flakes								406	1699		0	0																																	0	0	87.5	6.25									3.1			6.25				1.405	0.562		0.0011718		0.000003125			0.0469	0.001	0.001328	0.015625	0.001562			0.00000469					0.172		0		0.02812																					9								
0857423002322	http://world-fr.openfoodfacts.org/produit/0857423002322/hand-rolled-butter-farmhouse-kitchens	usda-ndb-import	1489059110	2017-03-09T11:31:50Z	1587575860	2020-04-22T17:17:40Z	Hand Rolled Butter						Farmhouse Kitchens	farmhouse-kitchens	Fats	en:fats	Matières grasses																United States	en:united-states	États-Unis	Cream, salt.						1 Tbsp (14 g)	14		0				0			0			24	e	2	Fat and sauces	Fats	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Farmhouse Kitchens Cooperative	en:fats	Matières grasses								714	2987		78.57	50																																	0	0.214	0	0									0			0				1.6075	0.643		0.0008571					0														0		0																					24								
0442900444490	http://world-fr.openfoodfacts.org/produit/0442900444490/macroni-mais-et-sarrasin	kiliweb	1550429571	2019-02-17T18:52:51Z	1550429576	2019-02-17T18:52:56Z	Macroni mais et sarrasin																										en:france	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/044/290/044/4490/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/044/290/044/4490/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/044/290/044/4490/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/044/290/044/4490/ingredients_fr.7.200.jpg				355	1485		0.9	0.9																																			79	0.5												6.8				0	0																																																				
0859996000750	http://world-fr.openfoodfacts.org/produit/0859996000750/duvel-belgian-golden-ale	tacinte	1421655429	2015-01-19T08:17:09Z	1439141747	2015-08-09T17:35:47Z	Duvel Belgian Golden Ale		1 pt 9.4 fl. oz (750 mL)	glass bottle	glass-bottle		Duvel	duvel	Beverages, Alcoholic beverages, Beers	en:beverages,en:alcoholic-beverages,en:beers	Boissons,Boissons alcoolisées,Bières				Belgium	belgium									San Francisco,California,USA	Safeway	United States	en:united-states	États-Unis	Belgian golden ale									0				0			0							Alcoholic beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	À vérifier,Complet,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques complétées,Catégories complétées,Marques complétées,Emballage complété,Quantité complétée,Nom du produit complete,Photos validées,Photos envoyées		en:beers	Bières	https://static.openfoodfacts.org/images/products/085/999/600/0750/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/085/999/600/0750/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/085/999/600/0750/ingredients_en.15.400.jpg	https://static.openfoodfacts.org/images/products/085/999/600/0750/ingredients_en.15.200.jpg																																																														8.5																																																			
